Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
TM221CE16R-116,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-116,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-116,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-116,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-116,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-116,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-117,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-117,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-117,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-117,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-117,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-117,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-117,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-118,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-118,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-118,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-118,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-118,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-118,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-118,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-119,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-119,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-119,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-119,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-119,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-119,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-119,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-120,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-120,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-120,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-120,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-120,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-120,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-120,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-121,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-121,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-121,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-121,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-121,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-121,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-121,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-122,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-122,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-122,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-122,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-122,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-122,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-122,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-123,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-123,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-123,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-123,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-123,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-123,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-123,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-124,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-124,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-124,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-124,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-124,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-124,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-124,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-125,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-125,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-125,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-125,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-125,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-125,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-125,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-126,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-126,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-126,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-126,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-126,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-126,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-126,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-127,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-127,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-127,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-127,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-127,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-127,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-127,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-128,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-128,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-128,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-128,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-128,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-128,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-128,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-129,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-129,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-129,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-129,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-129,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-129,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-129,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-130,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-130,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-130,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-130,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-130,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-130,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-130,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-131,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-131,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-131,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-131,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-131,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-131,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-131,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-132,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-132,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-132,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-132,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-132,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-132,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-132,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-133,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-133,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-133,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-133,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-133,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-133,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-133,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-134,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-134,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-134,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-134,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-134,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-134,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-134,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-135,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-135,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-135,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-135,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-135,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-135,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-135,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-136,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-136,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-136,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-136,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-136,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-136,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-136,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-137,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-137,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-137,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-137,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-137,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-137,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-137,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-138,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-138,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-138,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-138,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-138,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-138,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-138,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-139,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-139,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-139,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-139,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-139,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-139,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-139,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-140,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-140,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-140,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-140,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-140,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-140,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-140,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-141,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-141,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-141,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-141,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-141,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-141,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-141,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-142,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-142,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-142,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-142,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-142,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-142,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-142,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-143,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-143,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-143,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-143,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-143,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-143,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
